fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,fourth_down_attempts_game,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT TACKLE,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalties_game,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_defensive_penalty_yards_game,num_of_fumbles_q1,field,num_of_fumbles_q3,num_of_fumbles_q4,num_of_fumbles_game,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_caught_game,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_interceptions_caught_game,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalties_game,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_offensive_penalty_hards_game,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_attempted_game,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_passes_completed_game,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_sacks_game,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,num_of_times_sacked_game,num_of_first_downs_q1,num_of_first_downs_q2,num_of_first_downs_q3,num_of_first_downs_q4,num_of_first_downs_game,num_of_successful_fourth_downs_q1,num_of_successful_fourth_downs_q2,num_of_successful_fourth_downs_q3,num_of_successful_fourth_downs_q4,num_of_successful_fourth_downs_game,num_of_successful_third_downs_q1,num_of_successful_third_downs_q2,num_of_successful_third_downs_q3,num_of_successful_third_downs_q4,num_of_successful_third_downs_game,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,third_down_attempts_game,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_allowed_game,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,yards_moved_game
0,0,0,0,0,16,,,,,,,,,,,,,,,,,13,33,42,37,44,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,6,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,237,245,335,1001,0,0,0,0,0
2,6,4,3,15,94,,9,3,14,3,4,84,7,3,5,48,2,23,13,32,77,83,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,19,25,84,11,16,13,13,53,0,0,0,0,0,1,1,0,0,2,15,17,14,22,68,0,1,0,0,1,3,4,2,0,9,69,6,8,6,5,25,0,0,0,0,0,184,237,245,335,1001
0,0,0,0,0,16,,,,,,,,,,,,,,,,,13,32,38,28,43,141,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,3,5,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,0,0,0,0,0,3,5,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,217,144,133,670,0,0,0,0,0
0,2,4,4,10,96,16,1,3,9,4,9,61,7,1,4,55,5,24,9,23,66,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,3,1,2,4,2,9,15,15,35,20,85,15,13,15,18,61,11,9,11,9,40,0,0,0,0,0,1,0,1,3,5,14,18,9,15,56,0,0,0,1,1,3,6,1,6,16,41,5,8,6,10,29,0,0,0,0,0,176,217,144,133,670
0,0,0,0,0,13,,,,,,,,,,,,,,,,,10,34,40,35,39,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,1,5,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,232,260,135,767,0,0,0,0,0
5,3,2,6,16,91,,7,6,12,10,5,73,10,6,9,45,3,21,14,24,61,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,1,7,10,9,22,7,48,16,23,18,16,73,11,18,14,8,51,0,0,0,0,0,1,0,1,1,3,10,16,19,9,54,0,0,1,0,1,1,3,0,2,6,55,7,8,4,7,26,0,0,0,0,0,140,232,260,135,767
0,0,0,0,0,13,,,,,,,,,,,,,,,,,10,32,35,29,33,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,1,5,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,201,85,69,475,0,0,0,0,0
6,2,5,6,19,88,3,2,3,6,3,5,57,11,5,10,47,6,16,10,21,67,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,5,10,5,25,30,29,89,15,16,15,11,57,12,9,10,6,37,0,0,0,0,0,0,2,0,4,6,7,14,6,6,33,0,1,1,0,2,1,7,0,1,9,23,7,10,5,8,30,0,0,0,0,0,120,201,85,69,475
0,0,0,0,0,15,,,,,,,,,,,,,,,,,12,32,41,36,41,150,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,7,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,0,0,0,0,0,1,7,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,233,120,133,641,0,0,0,0,0
2,4,6,5,17,95,13,9,4,9,3,4,67,12,5,7,53,7,18,10,21,76,70,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,1,0,1,0,2,1,3,2,0,6,5,20,5,0,30,13,20,16,18,67,10,14,8,9,41,0,0,0,0,0,0,2,2,3,7,11,17,7,10,45,0,0,0,0,0,2,6,2,6,16,37,4,10,8,11,33,0,0,0,0,0,155,233,120,133,641
0,0,0,0,0,16,,,,,,,,,,,,,,,,,13,38,44,36,36,154,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,5,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,2,5,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,244,192,131,685,0,0,0,0,0
5,3,2,8,18,92,30,8,5,12,8,,78,6,6,,48,4,28,17,13,82,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,2,2,0,2,2,6,9,0,5,10,24,14,25,20,19,78,7,18,11,11,47,0,0,0,0,0,1,0,1,2,4,12,21,12,10,55,1,1,0,4,6,1,3,8,1,13,50,7,7,10,11,35,0,0,0,0,0,118,244,192,131,685
0,0,0,0,0,19,,,,,,,,,,,,,,,,,15,34,38,33,52,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,0,0,0,0,0,3,5,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,130,191,228,750,0,0,0,0,0
2,4,5,7,18,95,38,4,3,14,4,,87,11,4,,49,5,29,15,30,102,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,1,2,8,5,10,5,5,25,16,21,15,30,82,10,16,11,20,57,0,0,0,0,0,1,2,1,1,5,17,11,13,21,62,0,0,1,1,2,3,4,1,2,10,60,7,9,5,9,30,0,0,0,0,0,201,130,191,228,750
0,0,0,0,0,13,,,,,,,,,,,,,,,,,10,37,40,32,36,145,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,4,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,8,0,0,0,0,0,2,4,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,180,171,196,760,0,0,0,0,0
3,4,3,4,14,89,13,3,5,11,3,6,70,6,3,10,44,8,20,9,28,100,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,4,1,1,0,6,24,15,5,0,44,21,23,12,14,70,11,16,8,10,45,0,0,0,0,0,2,3,2,1,8,13,15,10,12,50,0,0,0,0,0,1,2,1,2,6,45,7,7,5,7,26,0,0,0,0,0,213,180,171,196,760
2,1,2,3,8,37,6,5,2,4,3,,27,5,5,2,17,3,7,3,10,35,20,2,0,1,1,4,10,0,0,0,10,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,0,0,5,4,12,5,6,27,3,7,2,1,13,1,0,1,0,2,0,0,1,2,3,1,12,4,2,19,0,0,0,0,0,0,2,0,0,2,10,2,4,2,3,11,91,96,151,65,403,13,164,78,50,305
2,3,2,3,10,70,9,1,3,6,9,,39,6,14,1,34,2,12,6,16,54,40,0,1,1,0,2,0,6,5,0,11,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,3,5,5,0,10,20,35,9,11,13,6,39,4,6,9,4,23,0,0,1,2,3,1,0,1,0,2,8,11,12,9,40,0,0,1,0,1,0,1,2,2,5,27,5,4,5,7,21,13,164,78,50,305,91,96,151,65,403
1,2,2,3,8,47,7,4,,7,1,3,34,3,4,2,27,,7,5,15,31,38,0,1,0,1,2,0,0,0,15,15,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,0,3,0,24,0,0,24,8,12,7,7,34,5,6,3,4,18,0,0,1,1,2,0,0,0,0,0,5,4,8,7,24,0,0,0,0,0,1,2,0,3,6,13,2,6,2,6,16,88,106,132,111,437,68,84,55,97,304
2,1,2,1,6,51,8,2,3,4,5,3,42,5,1,1,21,2,17,5,14,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,2,1,1,1,0,3,0,5,5,0,10,7,14,8,13,42,3,10,6,8,27,0,0,0,0,0,0,0,1,1,2,7,15,5,12,39,0,0,0,0,0,1,4,2,1,8,28,3,5,4,2,14,68,84,55,97,304,88,106,132,111,437
3,1,2,3,9,39,2,3,3,6,3,4,51,4,2,1,18,,17,9,16,45,36,0,1,0,1,2,0,5,0,10,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,9,16,51,3,12,5,10,30,0,0,0,1,1,0,0,0,0,0,3,11,6,12,32,0,0,0,1,1,1,3,0,1,5,24,3,4,2,5,14,122,65,42,100,329,36,108,62,167,373
2,1,2,1,6,49,6,5,4,4,2,4,33,4,1,,20,1,7,4,11,35,38,0,1,2,1,4,0,31,10,8,49,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,10,7,17,10,7,6,10,33,7,5,4,6,22,0,0,0,0,0,0,0,0,1,1,10,8,4,12,34,0,0,0,0,0,2,1,2,0,5,17,4,3,4,1,12,36,108,62,167,373,122,65,42,100,329
2,3,2,3,10,49,14,3,2,3,2,3,46,6,3,5,30,3,12,9,20,58,24,0,2,1,0,3,0,18,15,0,33,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,3,1,0,5,5,26,5,0,36,11,17,6,12,46,8,10,3,8,29,0,1,1,3,5,1,1,1,0,3,6,7,5,9,27,0,0,0,2,2,2,3,1,0,6,12,4,6,4,3,17,68,43,7,96,214,77,137,59,114,387
2,4,3,1,10,54,5,3,1,3,,2,29,7,5,3,20,5,9,6,9,40,29,0,1,2,0,3,0,10,25,0,35,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,5,0,0,5,6,8,4,11,29,6,2,2,6,16,1,1,1,0,3,0,1,1,3,5,3,9,1,16,29,0,0,0,0,0,1,0,0,2,3,10,3,5,3,4,15,77,137,59,114,387,68,43,7,96,214
1,0,2,2,5,40,13,1,1,4,1,4,29,5,,,25,2,13,6,6,14,18,1,1,0,0,2,0,15,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,2,4,0,20,0,5,25,4,12,4,9,29,2,11,1,6,20,0,0,0,0,0,0,0,2,0,2,2,13,1,9,25,0,0,0,0,0,1,2,1,1,5,20,2,2,3,3,10,111,98,71,67,347,15,177,5,119,316
1,3,1,3,8,61,5,5,5,6,4,5,45,3,4,4,30,,13,9,13,49,45,2,0,1,0,3,10,0,5,0,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,4,0,10,0,25,35,10,10,9,16,45,9,5,5,6,25,0,0,2,0,2,0,0,0,0,0,10,12,10,11,43,0,0,0,0,0,4,0,3,3,10,28,5,3,4,6,18,15,177,5,119,316,111,98,71,67,347
3,1,1,1,6,40,9,3,7,8,,,48,4,3,2,17,2,14,10,10,42,36,0,0,1,1,2,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,5,25,0,30,8,12,12,16,48,5,10,5,11,31,0,0,1,0,1,1,1,0,0,2,2,11,9,14,36,0,0,0,0,0,2,2,3,2,9,35,5,3,4,4,16,113,150,57,153,473,31,122,124,173,450
1,0,2,1,4,55,11,1,2,6,3,1,41,4,5,1,22,1,14,8,15,27,34,1,0,2,2,5,10,0,6,30,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,10,0,4,10,24,8,12,8,13,41,6,8,8,10,32,1,1,0,0,2,0,0,1,0,1,10,18,6,18,52,0,0,0,0,0,0,4,1,0,5,37,1,4,3,1,9,31,122,124,173,450,113,150,57,153,473
1,2,0,2,5,51,14,3,1,6,3,2,36,2,4,6,29,2,14,6,11,40,42,0,1,1,2,4,0,0,0,20,20,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,3,7,9,25,0,15,49,11,5,8,12,36,7,3,8,7,25,1,2,0,0,3,0,1,0,1,2,12,1,8,6,27,0,0,0,0,0,3,1,3,4,11,23,5,4,3,8,20,89,65,43,147,344,143,52,109,82,386
3,2,1,1,7,52,12,4,3,4,,1,39,6,2,3,18,3,11,6,13,35,44,1,1,0,2,4,5,15,0,23,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,5,0,0,10,15,7,9,6,17,39,4,6,3,11,24,0,1,0,1,2,1,2,0,0,3,5,13,8,17,43,0,0,0,0,0,0,3,1,2,6,21,2,5,2,3,12,143,52,109,82,386,89,65,43,147,344
0,0,0,0,0,11,,,,,,,,,,,,,,,,,8,35,33,34,41,143,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,1,5,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,216,224,247,864,0,0,0,0,0
4,3,3,1,11,76,9,8,4,13,10,4,81,3,8,3,42,1,17,26,25,63,53,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,1,0,1,1,3,1,0,2,2,5,0,0,25,56,81,21,18,20,22,81,14,15,15,16,60,0,0,0,0,0,1,0,0,0,1,10,15,13,23,61,0,2,0,0,2,3,4,3,2,12,54,7,7,6,4,24,0,0,0,0,0,177,216,224,247,864
2,0,1,2,5,58,11,3,6,8,2,5,36,2,1,3,33,2,5,6,10,39,50,1,0,1,1,3,15,0,5,5,25,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,3,5,5,0,0,10,10,8,13,5,36,5,7,9,4,25,0,1,1,0,2,2,0,0,0,2,6,13,11,8,38,0,0,0,0,0,3,1,3,1,8,43,8,1,4,3,16,82,110,86,112,390,108,144,159,130,541
0,4,1,1,6,50,6,4,3,6,3,,31,3,,2,17,2,10,4,10,45,27,2,1,1,0,4,31,4,4,0,39,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,20,0,0,20,2,12,6,11,31,2,7,3,9,21,2,0,0,0,2,0,1,1,0,2,5,10,6,17,38,0,1,0,0,1,1,1,1,0,3,24,1,6,2,3,12,108,144,159,130,541,82,110,86,112,390
2,3,3,2,10,46,9,1,6,6,3,3,37,7,2,2,24,2,12,6,10,21,12,2,0,2,0,4,10,0,20,0,30,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,0,2,1,0,3,0,10,10,0,20,6,8,11,12,37,3,5,5,6,19,0,0,0,1,1,0,0,0,2,2,6,7,3,10,26,0,0,0,1,1,1,2,0,1,4,33,3,6,4,3,16,78,249,157,117,601,58,108,45,110,321
1,3,0,5,9,82,11,2,7,10,6,1,43,3,2,6,37,1,12,5,15,41,52,1,1,0,1,3,9,0,0,1,10,0,1,0,1,2,0,0,0,2,2,1,0,0,0,1,1,2,2,3,8,10,10,25,10,55,7,14,12,10,43,4,7,10,6,27,0,0,0,2,2,0,0,0,1,1,7,20,12,18,57,0,0,0,0,0,2,1,3,2,8,46,3,4,4,6,17,58,108,45,110,321,78,249,157,117,601
0,3,2,3,8,41,,5,7,4,1,3,36,5,1,4,22,3,5,3,14,37,28,0,1,2,0,3,0,9,15,0,24,0,1,0,0,1,1,0,1,0,2,0,1,0,1,2,1,1,1,2,5,10,5,0,20,35,8,7,8,13,36,6,6,2,11,25,0,0,0,0,0,0,1,1,1,3,12,4,5,6,27,0,0,0,1,1,4,2,2,1,9,20,4,5,4,4,17,71,127,125,99,422,205,64,91,97,457
1,2,1,2,6,56,,6,6,5,2,5,48,3,,11,27,,12,10,13,34,43,0,1,0,1,2,0,5,0,0,5,0,0,1,0,1,0,1,0,1,2,1,0,1,0,2,0,0,2,1,3,0,0,19,5,24,12,17,13,6,48,6,10,9,4,29,0,1,1,1,3,0,0,0,0,0,7,16,10,12,45,0,0,0,0,0,3,3,3,2,11,23,5,4,4,4,17,205,64,91,97,457,71,127,125,99,422
1,3,0,2,6,42,11,3,1,5,1,7,36,3,2,3,24,3,10,7,13,28,37,3,4,3,0,10,18,14,21,0,53,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,2,0,1,3,0,20,0,10,30,7,7,7,15,36,6,4,5,12,27,0,1,1,2,4,1,2,0,0,3,5,4,6,12,27,0,0,0,1,1,2,0,1,2,5,16,4,3,1,4,12,99,154,122,62,437,65,98,76,137,376
1,2,2,3,8,56,7,5,6,4,2,6,48,6,5,5,25,4,15,5,16,33,25,5,0,1,2,8,30,0,5,8,43,0,0,0,1,1,0,0,1,0,1,1,0,0,1,2,1,4,4,1,10,10,40,40,5,95,8,16,13,11,48,5,9,6,7,27,1,2,0,0,3,0,1,1,2,4,11,12,8,7,38,0,0,0,0,0,1,3,3,1,8,31,2,6,5,4,17,65,98,76,137,376,99,154,122,62,437
2,4,2,2,10,55,11,2,4,6,2,2,34,5,3,2,34,2,8,5,13,57,22,1,0,0,1,2,0,0,0,12,12,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,1,2,4,7,0,10,10,27,9,13,5,7,34,7,6,3,5,21,1,3,1,0,5,1,0,1,0,2,7,5,5,8,25,0,1,0,0,1,2,0,1,2,5,25,4,5,3,5,17,25,136,51,126,338,144,67,107,106,424
2,2,3,3,10,58,9,2,3,5,2,,39,6,,2,18,5,10,9,12,56,28,1,1,1,1,4,0,15,10,10,35,1,3,0,0,4,1,0,1,0,2,1,0,0,0,1,0,3,1,2,6,0,25,7,10,42,10,7,6,16,39,5,4,3,9,21,1,0,1,0,2,1,3,1,0,5,4,14,3,15,36,0,0,0,0,0,0,2,0,1,3,12,5,3,4,3,15,144,67,107,106,424,25,136,51,126,338
0,4,1,2,7,59,14,2,1,6,6,5,38,5,,2,36,3,12,8,12,47,44,1,1,0,1,3,5,5,0,20,30,0,1,0,2,3,0,1,0,1,2,0,0,0,0,0,1,1,1,1,4,10,5,10,10,35,16,14,5,3,38,13,6,5,2,26,0,0,0,0,0,0,1,1,1,3,16,7,9,7,39,0,0,0,0,0,3,3,1,1,8,31,3,7,2,3,15,21,148,185,128,482,199,78,99,104,480
2,2,0,1,5,44,3,6,5,4,1,2,47,4,3,1,11,,11,9,16,24,28,0,2,2,0,4,0,20,19,0,39,0,2,1,0,3,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,10,0,10,3,16,15,13,47,1,11,14,10,36,0,1,1,1,3,0,0,0,0,0,2,13,10,18,43,0,0,0,0,0,0,1,3,1,5,24,2,3,3,2,10,199,78,99,104,480,21,148,185,128,482
2,0,2,3,7,45,5,3,2,4,,3,45,2,2,4,28,2,16,13,11,12,17,0,0,0,2,2,0,0,0,5,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,20,0,20,14,5,13,13,45,10,5,10,9,34,1,1,0,1,3,0,2,0,0,2,6,7,6,7,26,0,0,0,0,0,2,1,2,3,8,10,5,1,4,6,16,27,100,60,107,294,82,84,119,141,426
3,4,2,2,11,51,1,3,5,4,2,1,45,8,1,2,14,3,17,9,10,43,36,1,0,0,2,3,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,0,20,10,10,40,4,19,9,13,45,2,13,6,8,29,0,2,0,0,2,1,1,0,1,3,2,11,6,18,37,0,0,0,0,0,0,2,1,0,3,19,3,7,2,3,15,82,84,119,141,426,27,100,60,107,294
3,5,3,1,12,37,3,1,6,4,,,57,9,1,2,16,1,17,12,17,54,15,0,2,1,0,3,0,2,5,0,7,0,0,1,2,3,1,1,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,15,0,15,9,18,15,15,57,5,9,6,12,32,0,1,0,0,1,0,0,1,0,1,6,4,4,9,23,0,1,0,0,1,1,1,1,1,4,16,4,6,5,2,17,134,44,124,74,376,90,95,90,137,412
2,4,2,3,11,70,17,3,4,5,4,3,37,9,2,6,35,1,13,5,10,30,47,0,0,3,0,3,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,2,5,0,0,5,10,10,11,9,7,37,7,4,5,5,21,0,0,1,0,1,0,1,0,0,1,9,8,9,13,39,0,0,0,0,0,2,2,1,2,7,24,5,6,4,4,19,90,95,90,137,412,134,44,124,74,376
0,0,0,0,0,12,,,,,,,,,,,,,,,,,9,33,41,37,40,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,0,0,0,0,0,2,4,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,176,202,203,822,0,0,0,0,0
3,4,2,3,12,89,7,5,2,12,8,5,78,5,11,5,45,7,24,21,23,65,78,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,3,1,3,0,7,10,10,19,0,39,18,21,17,22,78,12,11,12,16,51,0,0,0,0,0,1,1,1,4,7,16,15,19,11,61,1,0,0,0,1,2,4,2,4,12,50,5,8,4,8,25,0,0,0,0,0,241,176,202,203,822
2,2,1,3,8,53,14,4,5,8,5,4,35,6,1,6,30,1,10,6,10,19,57,0,2,0,1,3,0,20,0,0,20,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,1,0,0,1,0,10,0,0,10,11,16,3,5,35,5,9,2,2,18,0,2,0,1,3,0,0,1,0,1,5,15,6,6,32,0,0,0,0,0,2,2,1,1,6,40,4,5,2,4,15,88,51,248,36,423,88,180,83,66,417
1,2,1,4,8,45,9,6,6,2,1,2,55,6,5,1,18,3,15,9,17,48,32,0,2,0,1,3,0,4,0,10,14,0,1,0,0,1,0,0,0,0,0,1,1,1,1,4,0,1,2,1,4,0,0,20,5,25,8,13,19,15,55,5,8,13,6,32,0,0,1,0,1,0,2,0,1,3,8,7,15,6,36,0,0,0,0,0,1,1,3,0,5,13,2,4,4,5,15,88,180,83,66,417,88,51,248,36,423
2,3,1,5,11,47,10,6,4,4,3,5,31,7,2,3,24,4,12,3,6,23,46,3,1,0,1,5,25,18,0,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,10,0,0,15,25,9,9,5,8,31,6,4,4,4,18,0,2,1,0,3,0,0,1,3,4,3,4,6,4,17,0,0,0,0,0,1,0,1,1,3,9,3,3,2,5,13,67,108,51,123,349,52,83,101,34,270
1,3,2,2,8,53,8,8,,2,1,3,40,7,1,6,21,3,16,6,9,69,12,1,0,1,4,6,15,0,0,54,69,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,7,20,10,0,15,45,9,16,2,13,40,7,8,1,8,24,0,0,1,3,4,0,2,1,0,3,6,11,5,9,31,0,0,0,0,0,1,2,1,0,4,3,3,6,3,3,15,52,83,101,34,270,67,108,51,123,349
3,2,0,2,7,44,12,3,1,5,1,1,44,4,,1,19,5,11,11,15,42,40,0,1,1,2,4,0,16,9,39,64,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,3,4,0,0,10,20,30,9,6,7,22,44,3,2,2,16,23,1,0,0,0,1,0,2,0,3,5,4,3,7,10,24,0,0,0,1,1,1,1,2,3,7,32,4,3,3,6,16,132,184,51,55,422,47,26,93,151,317
3,0,1,2,6,66,10,1,3,8,,6,37,2,,8,31,1,19,6,6,21,72,0,0,3,3,6,0,0,14,25,39,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,0,10,0,5,15,9,17,4,7,37,6,12,2,3,23,0,2,0,3,5,1,0,0,0,1,7,20,6,13,46,0,0,0,0,0,0,3,1,1,5,22,3,4,3,4,14,47,26,93,151,317,132,184,51,55,422
1,1,3,2,7,26,3,4,,3,,1,52,4,3,1,9,2,18,13,12,54,19,0,4,2,2,8,0,10,18,15,43,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1,2,1,5,5,10,15,5,35,3,15,15,19,52,3,12,7,12,34,0,2,1,0,3,0,2,0,0,2,1,7,5,12,25,0,0,0,1,1,0,0,1,1,2,14,2,2,5,3,12,116,71,132,39,358,14,164,101,148,427
1,2,1,2,6,76,18,,3,7,4,2,28,4,5,2,34,3,8,8,9,37,58,0,1,0,0,1,0,14,0,0,14,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,2,0,4,0,5,9,7,9,6,6,28,6,6,3,2,17,0,2,0,0,2,0,2,1,0,3,11,16,13,8,48,0,0,0,0,0,3,1,2,1,7,38,4,3,3,4,14,14,164,101,148,427,116,71,132,39,358
