fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,num_of_,num_of_(4:03) (NO,num_of_(55-A.BROOKS) [53-NBOWMAN],num_of_(6:33) 11-ASMITH,num_of_(6:41) (SHOTGUN),num_of_(94-C.LIUGET) [99-JBOSA],num_of_(:15) (SHOTGUN),num_of_(SHOTGUN) 10-THILL,num_of_BACK TO,num_of_CENTER,num_of_CLOCK STOP,num_of_DEEP LEFT,num_of_DEEP MIDDLE,num_of_DEEP RIGHT,num_of_EXCEPTION,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_FUMBLES,num_of_INTENDED FOR,num_of_INTERCEPTED BY,num_of_KESSLER THROUGH,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_LEFT TO,num_of_MIDDLE TO,num_of_MIDDLE [55-FCLARK],num_of_MIDDLE [56-SEBUKAM],num_of_MIDDLE. PENALTY,num_of_NO HUDDLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_NOT LISTED,num_of_PASS,"num_of_PASS RULING,",num_of_PENALTY,num_of_PUNT,num_of_QB KNEEL,num_of_RIGHT (58-JHICKS),num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RIGHT TO,num_of_RIGHT. PENALTY,"num_of_RULING, AND",num_of_RUSH,num_of_SACK,num_of_SCRAMBLE,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_TIMEOUT,num_of_TWO-POINT CONVERSION,num_of_UNDER CENTER,num_of_WILDCAT,num_of_YARDS &,num_of_[33-E.GAINES]. LA-33-EGAINES,num_of_[57-N.SPENCE]. PENALTY,num_of_[58-H.LANDRY III],num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,32,35,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,201,85,69,0,0,0,0
6,2,5,6,88,,,,,,,,,3,,2,5,3,,2,4,1,,,,6,3,13,5,,,,,,6,24,5,,57,,,11,3,,5,8,10,,,,47,6,3,16,10,21,67,,,34,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,25,30,29,15,16,15,11,12,9,10,6,0,0,0,0,0,2,0,4,7,14,6,6,0,1,1,0,1,7,0,1,23,7,10,5,8,0,0,0,0,120,201,85,69
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,12,,,,,,0,0,32,41,36,41,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,155,233,120,133,0,0,0,0
2,4,6,5,95,,,,,,,,,13,,9,5,4,,4,3,1,,,,9,3,9,4,,,,,,1,,2,,67,,,12,2,,5,12,7,,,,53,7,2,18,10,21,76,,,70,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,3,2,0,5,20,5,0,13,20,16,18,10,14,8,9,0,0,0,0,0,2,2,3,11,17,7,10,0,0,0,0,2,6,2,6,37,4,10,8,11,0,0,0,0,155,233,120,133
0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13,,,,,,0,0,38,44,36,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,118,244,192,131,0,0,0,0
5,3,2,8,92,,,,,,,,,30,1,8,7,5,,5,5,,,,,12,8,2,,,,,,,6,14,6,,78,,,6,2,,6,2,,,,,48,4,3,28,17,13,82,,,57,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,2,2,9,0,5,10,14,25,20,19,7,18,11,11,0,0,0,0,1,0,1,2,12,21,12,10,1,1,0,4,1,3,8,1,50,7,7,10,11,0,0,0,0,118,244,192,131
0,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,15,,,,,,0,0,34,38,33,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,201,130,191,228,0,0,0,0
2,4,5,7,95,1,,1,,,,,,38,,4,3,3,,6,5,,,,,14,4,1,,,,,,,,13,2,1,87,,,11,1,,4,2,,,,,49,5,2,29,15,30,102,,,52,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,5,10,5,5,16,21,15,30,10,16,11,20,0,0,0,0,1,2,1,1,17,11,13,21,0,0,1,1,3,4,1,2,60,7,9,5,9,0,0,0,0,201,130,191,228
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,37,40,32,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,213,180,171,196,0,0,0,0
3,4,3,4,89,,,,,,,,,13,,3,5,5,,4,8,1,,,,11,3,3,6,,,,,,1,5,2,,70,,,6,1,,3,6,10,,,,44,8,3,20,9,28,100,,,39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,0,24,15,5,0,21,23,12,14,11,16,8,10,0,0,0,0,2,3,2,1,13,15,10,12,0,0,0,0,1,2,1,2,45,7,7,5,7,0,0,0,0,213,180,171,196
2,1,2,3,37,,,,,,,,,6,,5,,2,,1,1,1,,,,4,3,1,,,,,,,1,2,1,,27,,,5,,,5,,2,,,,17,3,3,7,3,10,35,,,20,,,,,,0,0,2,0,1,1,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,4,12,5,6,3,7,2,1,1,0,1,0,0,0,1,2,1,12,4,2,0,0,0,0,0,2,0,0,10,2,4,2,3,91,96,151,65,13,164,78,50
2,3,2,3,70,,,,,,,,,9,,1,1,3,,3,3,1,,,,6,9,1,,,,,,,,3,4,,39,,,6,,,14,,1,,,,34,2,1,12,6,16,54,4,,40,,,,,,0,0,0,1,1,0,0,6,5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3,5,0,10,20,9,11,13,6,4,6,9,4,0,0,1,2,1,0,1,0,8,11,12,9,0,0,1,0,0,1,2,2,27,5,4,5,7,13,164,78,50,91,96,151,65
1,2,2,3,47,,,,,,,,,7,,4,3,,,2,6,,,,,7,1,5,3,,,,,,2,1,,,34,,,3,1,,4,5,2,,,,27,,1,7,5,15,31,,,38,,,,,,0,0,0,1,0,1,0,0,0,15,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,24,0,0,8,12,7,7,5,6,3,4,0,0,1,1,0,0,0,0,5,4,8,7,0,0,0,0,1,2,0,3,13,2,6,2,6,88,106,132,111,68,84,55,97
2,1,2,1,51,,,,,,,,,8,,2,1,3,,1,1,1,,,,4,5,1,3,,,,,,1,13,2,,42,,,5,,,1,2,1,,,,21,2,,17,5,14,28,7,1,42,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,5,5,0,7,14,8,13,3,10,6,8,0,0,0,0,0,0,1,1,7,15,5,12,0,0,0,0,1,4,2,1,28,3,5,4,2,68,84,55,97,88,106,132,111
3,1,2,3,39,,,,,,,,,2,,3,3,3,,1,4,,,,,6,3,3,4,,,,,,,1,2,,51,,,4,3,,2,3,1,,,,18,,,17,9,16,45,,1,36,,,,,,1,1,0,1,0,1,0,5,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,9,16,3,12,5,10,0,0,0,1,0,0,0,0,3,11,6,12,0,0,0,1,1,3,0,1,24,3,4,2,5,122,65,42,100,36,108,62,167
2,1,2,1,49,,,,,,,,,6,,5,2,4,,2,2,,,,,4,2,5,4,,,,,,,,1,,33,,,4,1,,1,2,,,,,20,1,1,7,4,11,35,7,,38,,,,,,0,0,0,1,2,1,0,31,10,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,10,7,10,7,6,10,7,5,4,6,0,0,0,0,0,0,0,1,10,8,4,12,0,0,0,0,2,1,2,0,17,4,3,4,1,36,108,62,167,122,65,42,100
2,3,2,3,49,,,,,,,,,14,,3,,2,,1,2,1,,,,3,2,2,3,,,,,,,5,1,,46,,,6,,,3,1,5,,,,30,3,2,12,9,20,58,,,24,,,,,,0,0,0,2,1,0,0,18,15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,5,26,5,0,11,17,6,12,8,10,3,8,0,1,1,3,1,1,1,0,6,7,5,9,0,0,0,2,2,3,1,0,12,4,6,4,3,68,43,7,96,77,137,59,114
2,4,3,1,54,,,,,,,,,5,,3,1,1,,1,2,,,,,3,,3,2,,,,,,2,,1,,29,,,7,,,5,2,3,,,,20,5,,9,6,9,40,9,,29,,,,,,0,0,0,1,2,0,0,10,25,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,0,6,8,4,11,6,2,2,6,1,1,1,0,0,1,1,3,3,9,1,16,0,0,0,0,1,0,0,2,10,3,5,3,4,77,137,59,114,68,43,7,96
1,0,2,2,40,,,,,,,,,13,,1,2,1,,3,,,,,,4,1,4,4,,,,,,6,26,1,,29,,,5,,,,3,,,,,25,2,,13,6,6,14,,,18,,,,,,0,0,1,1,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,20,0,5,4,12,4,9,2,11,1,6,0,0,0,0,0,0,2,0,2,13,1,9,0,0,0,0,1,2,1,1,20,2,2,3,3,111,98,71,67,15,177,5,119
1,3,1,3,61,,,,,,,,,5,2,5,,5,,1,5,,,,,6,4,4,5,,,,,,,1,1,,45,,,3,,,4,4,4,,,,30,,1,13,9,13,49,6,,45,,,,,,0,0,2,0,1,0,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,10,0,25,10,10,9,16,9,5,5,6,0,0,2,0,0,0,0,0,10,12,10,11,0,0,0,0,4,0,3,3,28,5,3,4,6,15,177,5,119,111,98,71,67
3,1,1,1,40,,,,,,,,,9,,3,4,7,,3,2,,,,,8,,2,,,,,,,,4,1,,48,,,4,,,3,1,2,,,,17,2,2,14,10,10,42,,1,36,,,,,,1,1,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,25,0,8,12,12,16,5,10,5,11,0,0,1,0,1,1,0,0,2,11,9,14,0,0,0,0,2,2,3,2,35,5,3,4,4,113,150,57,153,31,122,124,173
1,0,2,1,55,,,,,,,,,11,,1,1,2,,5,1,,,,,6,3,1,1,,,,,,2,25,1,,41,,,4,1,,5,,1,,,,22,1,1,14,8,15,27,7,,34,,,,,,0,0,1,0,2,2,10,0,6,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,10,0,4,10,8,12,8,13,6,8,8,10,1,1,0,0,0,0,1,0,10,18,6,18,0,0,0,0,0,4,1,0,37,1,4,3,1,31,122,124,173,113,150,57,153
1,2,0,2,51,,,,,,,,,14,,3,1,1,,2,3,1,,,,6,3,,2,,,,,,,,3,,36,,,2,1,,4,,6,,,,29,2,2,14,6,11,40,,,42,,,,,,0,0,0,1,1,2,0,0,0,20,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,3,9,25,0,15,11,5,8,12,7,3,8,7,1,2,0,0,0,1,0,1,12,1,8,6,0,0,0,0,3,1,3,4,23,5,4,3,8,89,65,43,147,143,52,109,82
3,2,1,1,52,,,,,,,,,12,,4,2,3,,3,1,1,,,,4,,,1,,,,,,1,2,,,39,,,6,,,2,,3,,,,18,3,,11,6,13,35,7,,44,,,,,,0,0,1,1,0,2,5,15,0,23,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,10,7,9,6,17,4,6,3,11,0,1,0,1,1,2,0,0,5,13,8,17,0,0,0,0,0,3,1,2,21,2,5,2,3,143,52,109,82,89,65,43,147
0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,,,,,0,0,35,33,34,41,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,177,216,224,247,0,0,0,0
4,3,3,1,76,,,,,,,,,9,,8,1,4,,6,4,,,,,13,10,4,4,,,,,,4,30,5,,81,,,3,1,,8,4,3,,,,42,1,1,17,26,25,63,,,53,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,25,56,21,18,20,22,14,15,15,16,0,0,0,0,1,0,0,0,10,15,13,23,0,2,0,0,3,4,3,2,54,7,7,6,4,0,0,0,0,177,216,224,247
2,0,1,2,58,,,,,,,,,11,,3,6,6,,4,3,,,,,8,2,6,5,,,,,,,,3,,36,,,2,1,,1,5,3,,,,33,2,2,5,6,10,39,,,50,,,,,,0,0,1,0,1,1,15,0,5,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,5,5,0,0,10,8,13,5,5,7,9,4,0,1,1,0,2,0,0,0,6,13,11,8,0,0,0,0,3,1,3,1,43,8,1,4,3,82,110,86,112,108,144,159,130
0,4,1,1,50,,,,,,,,,6,1,4,,3,3,3,1,,,,,6,3,2,,,,,,,,3,1,,31,,,3,,,,4,2,,,,17,2,2,10,4,10,45,6,,27,,,,,,0,0,2,1,1,0,31,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,20,0,0,2,12,6,11,2,7,3,9,2,0,0,0,0,1,1,0,5,10,6,17,0,1,0,0,1,1,1,0,24,1,6,2,3,108,144,159,130,82,110,86,112
2,3,3,2,46,,,,,,,,,9,,1,2,6,,3,2,,,,,6,3,4,3,,,,,,,41,,,37,,,7,,,2,1,2,,,,24,2,2,12,6,10,21,,,12,,,,,,0,0,2,0,2,0,10,0,20,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,10,10,0,6,8,11,12,3,5,5,6,0,0,0,1,0,0,0,2,6,7,3,10,0,0,0,1,1,2,0,1,33,3,6,4,3,78,249,157,117,58,108,45,110
1,3,0,5,82,,,,,,,,,11,1,2,2,7,,5,4,,,,,10,6,8,1,,,,,,3,19,3,,43,,,3,,,2,3,6,,,,37,1,1,12,5,15,41,11,,52,,,,,,0,0,1,1,0,1,9,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,2,2,3,10,10,25,10,7,14,12,10,4,7,10,6,0,0,0,2,0,0,0,1,7,20,12,18,0,0,0,0,2,1,3,2,46,3,4,4,6,58,108,45,110,78,249,157,117
0,3,2,3,41,,,,,,,,,,,5,2,7,,3,1,1,,,,4,1,5,3,,,,,,1,5,2,,36,,,5,,,1,8,4,,,,22,3,,5,3,14,37,,,28,,,,,,0,0,0,1,2,0,0,9,15,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2,10,5,0,20,8,7,8,13,6,6,2,11,0,0,0,0,0,1,1,1,12,4,5,6,0,0,0,1,4,2,2,1,20,4,5,4,4,71,127,125,99,205,64,91,97
1,2,1,2,56,,,,,,,,,,,6,1,6,,2,3,,,,,5,2,4,5,,,,,,3,15,,,48,,,3,,,,5,11,,,,27,,,12,10,13,34,10,,43,,,,,,0,0,0,1,0,1,0,5,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,19,5,12,17,13,6,6,10,9,4,0,1,1,1,0,0,0,0,7,16,10,12,0,0,0,0,3,3,3,2,23,5,4,4,4,205,64,91,97,71,127,125,99
1,3,0,2,42,,,,,,,,,11,,3,2,1,,1,2,,,,,5,1,,7,,,,,,1,7,,,36,,,3,1,,2,,3,,,,24,3,2,10,7,13,28,,1,37,,,,,,1,1,3,4,3,0,18,14,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,20,0,10,7,7,7,15,6,4,5,12,0,1,1,2,1,2,0,0,5,4,6,12,0,0,0,1,2,0,1,2,16,4,3,1,4,99,154,122,62,65,98,76,137
1,2,2,3,56,,,,,,,,,7,,5,1,6,,1,2,,,,,4,2,,6,,,,,,7,29,,,48,,,6,,,5,,5,,,,25,4,2,15,5,16,33,6,,25,,,,,,0,0,5,0,1,2,30,0,5,8,0,0,0,1,0,0,1,0,1,0,0,1,1,4,4,1,10,40,40,5,8,16,13,11,5,9,6,7,1,2,0,0,0,1,1,2,11,12,8,7,0,0,0,0,1,3,3,1,31,2,6,5,4,65,98,76,137,99,154,122,62
2,4,2,2,55,,,,,,,,,11,,2,2,4,,1,5,,,,,6,2,5,2,,,,,,,,,,34,,,5,2,,3,9,2,,,,34,2,,8,5,13,57,,,22,,,,,,0,0,1,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,7,0,10,10,9,13,5,7,7,6,3,5,1,3,1,0,1,0,1,0,7,5,5,8,0,1,0,0,2,0,1,2,25,4,5,3,5,25,136,51,126,144,67,107,106
2,2,3,3,58,,,,,,,,,9,,2,3,3,,,4,1,,,,5,2,2,,,,,,,,,3,,39,,,6,,,,3,2,,,,18,5,1,10,9,12,56,9,,28,,,,,,0,0,1,1,1,1,0,15,10,10,1,3,0,0,1,0,1,0,1,0,0,0,0,3,1,2,0,25,7,10,10,7,6,16,5,4,3,9,1,0,1,0,1,3,1,0,4,14,3,15,0,0,0,0,0,2,0,1,12,5,3,4,3,144,67,107,106,25,136,51,126
0,4,1,2,59,,,,,,,,,14,,2,3,1,,4,2,,,,,6,6,2,5,,,,,,,,,,38,,,5,1,,,7,2,,,,36,3,2,12,8,12,47,,,44,,,,,,0,0,1,1,0,1,5,5,0,20,0,1,0,2,0,1,0,1,0,0,0,0,1,1,1,1,10,5,10,10,16,14,5,3,13,6,5,2,0,0,0,0,0,1,1,1,16,7,9,7,0,0,0,0,3,3,1,1,31,3,7,2,3,21,148,185,128,199,78,99,104
2,2,0,1,44,,,,,,,,,3,1,6,,5,,3,1,1,,,,4,1,,2,,,,,,2,29,1,,47,,,4,,,3,1,1,,,,11,,4,11,9,16,24,8,,28,,,,,,0,0,0,2,2,0,0,20,19,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,0,3,16,15,13,1,11,14,10,0,1,1,1,0,0,0,0,2,13,10,18,0,0,0,0,0,1,3,1,24,2,3,3,2,199,78,99,104,21,148,185,128
2,0,2,3,45,,,,,,,,,5,,3,,2,,1,4,,,,,4,,9,3,,,,,,13,42,,,45,,,2,4,,2,5,4,,,,28,2,,16,13,11,12,,,17,,,,,,0,0,0,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,14,5,13,13,10,5,10,9,1,1,0,1,0,2,0,0,6,7,6,7,0,0,0,0,2,1,2,3,10,5,1,4,6,27,100,60,107,82,84,119,141
3,4,2,2,51,,,,,,,,,1,,3,1,5,,1,3,,,,,4,2,3,1,,,,,,,3,3,,45,,,8,,,1,4,2,,,,14,3,,17,9,10,43,9,,36,,,,,,0,0,1,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,20,10,10,4,19,9,13,2,13,6,8,0,2,0,0,1,1,0,1,2,11,6,18,0,0,0,0,0,2,1,0,19,3,7,2,3,82,84,119,141,27,100,60,107
3,5,3,1,37,,,,,,,,,3,,1,4,6,,1,3,,,,,4,,2,,,,,,,1,12,1,,57,,,9,,,1,8,2,,,,16,1,2,17,12,17,54,,,15,,,,,,0,0,0,2,1,0,0,2,5,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,15,0,9,18,15,15,5,9,6,12,0,1,0,0,0,0,1,0,6,4,4,9,0,1,0,0,1,1,1,1,16,4,6,5,2,134,44,124,74,90,95,90,137
2,4,2,3,70,,,,,,,,,17,,3,2,4,,3,1,,,,,5,4,1,3,,,,,,2,16,2,,37,,,9,,,2,2,6,,,,35,1,1,13,5,10,30,7,,47,,,,,,0,0,0,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,0,0,5,10,11,9,7,7,4,5,5,0,0,1,0,0,1,0,0,9,8,9,13,0,0,0,0,2,2,1,2,24,5,6,4,4,90,95,90,137,134,44,124,74
0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,,,,,,0,0,33,41,37,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,241,176,202,203,0,0,0,0
3,4,2,3,89,,,,,,,,,7,1,5,3,2,,5,5,,,,,12,8,6,5,,,,,,6,8,5,,78,,,5,,,11,3,5,,,,45,7,4,24,21,23,65,,,78,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,3,0,10,10,19,0,18,21,17,22,12,11,12,16,0,0,0,0,1,1,1,4,16,15,19,11,1,0,0,0,2,4,2,4,50,5,8,4,8,0,0,0,0,241,176,202,203
2,2,1,3,53,,,,,,,,,14,,4,,5,,5,2,,,,,8,5,,4,,,,,,2,2,1,,35,,,6,,,1,,6,,,,30,1,,10,6,10,19,,,57,,,,,,0,0,0,2,0,1,0,20,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,10,0,0,11,16,3,5,5,9,2,2,0,2,0,1,0,0,1,0,5,15,6,6,0,0,0,0,2,2,1,1,40,4,5,2,4,88,51,248,36,88,180,83,66
1,2,1,4,45,,,,,,,,,9,,6,2,6,,1,1,,,,,2,1,,2,,,,,,3,7,1,,55,,,6,1,,5,,1,,,,18,3,2,15,9,17,48,1,,32,,,,,,0,0,0,2,0,1,0,4,0,10,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,20,5,8,13,19,15,5,8,13,6,0,0,1,0,0,2,0,1,8,7,15,6,0,0,0,0,1,1,3,0,13,2,4,4,5,88,180,83,66,88,51,248,36
2,3,1,5,47,,,,,,,,,10,,6,,4,,,3,,,,,4,3,,5,,,,,,,,2,,31,,,7,2,,2,1,3,,,,24,4,1,12,3,6,23,,,46,,,,,,0,0,3,1,0,1,25,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,0,0,15,9,9,5,8,6,4,4,4,0,2,1,0,0,0,1,3,3,4,6,4,0,0,0,0,1,0,1,1,9,3,3,2,5,67,108,51,123,52,83,101,34
1,3,2,2,53,,,,,,,,,8,,8,1,,,,1,,,,,2,1,1,3,,,,,,,1,3,,40,,,7,,,1,1,6,,,,21,3,3,16,6,9,69,7,,12,,,,,,0,0,1,0,1,4,15,0,0,54,0,1,1,1,0,0,0,0,0,0,0,0,3,2,0,2,20,10,0,15,9,16,2,13,7,8,1,8,0,0,1,3,0,2,1,0,6,11,5,9,0,0,0,0,1,2,1,0,3,3,6,3,3,52,83,101,34,67,108,51,123
3,2,0,2,44,,,,,,,,,12,1,3,3,1,,2,2,,,,,5,1,1,1,,,,,,,,2,,44,,,4,1,,,3,1,,,,19,5,3,11,11,15,42,,,40,,,,,,0,0,0,1,1,2,0,16,9,39,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,0,0,10,20,9,6,7,22,3,2,2,16,1,0,0,0,0,2,0,3,4,3,7,10,0,0,0,1,1,1,2,3,32,4,3,3,6,132,184,51,55,47,26,93,151
3,0,1,2,66,,,,,,,,,10,,1,2,3,,2,5,,,,,8,,4,6,,,,,,,,1,,37,,,2,,,,3,8,,,,31,1,1,19,6,6,21,8,1,72,,,,,,1,1,0,0,3,3,0,0,14,25,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10,0,5,9,17,4,7,6,12,2,3,0,2,0,3,1,0,0,0,7,20,6,13,0,0,0,0,0,3,1,1,22,3,4,3,4,47,26,93,151,132,184,51,55
1,1,3,2,26,,,,,,,,,3,,4,5,,,2,1,,,,,3,,1,1,,,,,,,,2,,52,,,4,,,3,,1,,,,9,2,3,18,13,12,54,,,19,,,,,,0,0,0,4,2,2,0,10,18,15,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,1,5,10,15,5,3,15,15,19,3,12,7,12,0,2,1,0,0,2,0,0,1,7,5,12,0,0,0,1,0,0,1,1,14,2,2,5,3,116,71,132,39,14,164,101,148
